samplename	originalsamplename	sitename	country	longitude	latitude	elevation	locationreliability	locationnotes	areaofsite	samplecontext	sitedescription	vegdescription	sampletype	samplemethod	agebp	ageuncertainty	ispercent	notes	okexcept	empd_version
Barboni_a1019	MAROC141	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.3, lat 33.52.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a102	3176	TA16	Turkey	39.72	38.18	914	C						moss				f	Coordinates or other location info not available from reference paper, but shows low resolution map. Point placement would be very uncertain if done using this map.		EMPD2
Barboni_a1020	MAROC142	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.28, lat 33.62.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1021	MAROC143	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.26, lat 35.14.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1022	MAROC144	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.16, lat 33.48.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1023	MAROC145	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.16, lat 33.48.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1024	MAROC146	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.56, lat 33.5.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1025	MAROC147	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.75, lat 33.68.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1026	MAROC148	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.82, lat 33.72.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1027	MAROC149	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.82, lat 33.72.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1028	MAROC15	Moroc	Morocco				X	Do not use! Location information unreliable; long -9.7, lat 29.95.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1029	MAROC150	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.85, lat 33.72.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a103	3177	TA17	Turkey	39.72	38.18	914	C						moss				f	Coordinates or other location info not available from reference paper, but shows low resolution map. Point placement would be very uncertain if done using this map.		EMPD2
Barboni_a1030	MAROC151	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.85, lat 33.72.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1031	MAROC152	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.88, lat 33.72.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1032	MAROC153	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.6, lat 34.1.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1033	MAROC154	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.6, lat 34.1.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1034	MAROC155	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.6, lat 34.1.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1035	MAROC156	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.6, lat 34.1.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1036	MAROC157	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.6, lat 34.1.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1037	MAROC158	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.6, lat 34.1.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1038	MAROC159	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.6, lat 34.1.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1039	MAROC16	Moroc	Morocco				X	Do not use! Location information unreliable; long -9.58, lat 30.6.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a104	3178	TA19	Turkey	39.72	38.18	914	C						moss				f	Coordinates or other location info not available from reference paper, but shows low resolution map. Point placement would be very uncertain if done using this map.		EMPD2
Barboni_a1040	MAROC160	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.6, lat 34.1.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1041	MAROC161	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.6, lat 34.05.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1042	MAROC162	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.6, lat 34.05.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1043	MAROC163	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.6, lat 34.05.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1044	MAROC164	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.6, lat 34.05.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1045	MAROC165	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.6, lat 34.05.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1449	Tre_do_r___5	Tremoal do rio das Furnas	Spain	-7.55	43.53	750											f			EMPD2
Barboni_a1046	MAROC166	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.6, lat 34.05.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1047	MAROC167	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.55, lat 34.08.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1048	MAROC168	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.55, lat 34.08.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1049	MAROC169	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.55, lat 34.08.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a105	3179	TA20	Turkey	39.72	38.18	914	C						moss				f	Coordinates or other location info not available from reference paper, but shows low resolution map. Point placement would be very uncertain if done using this map.		EMPD2
Barboni_a1050	MAROC17	Moroc	Morocco				X	Do not use! Location information unreliable; long -9.55, lat 30.64.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1051	MAROC170	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.55, lat 34.08.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1052	MAROC171	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.55, lat 34.08.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1053	MAROC172	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.55, lat 34.08.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1054	MAROC173	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.55, lat 34.08.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1055	MAROC174	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.65, lat 34.2.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1056	MAROC175	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.65, lat 34.2.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1057	MAROC176	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.65, lat 34.2.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1058	MAROC177	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.65, lat 34.2.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1059	MAROC178	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.4, lat 34.22.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a106	3180	TA22	Turkey	41.47	38.169	884	C						moss				f	Coordinates or other location info not available from reference paper, but shows low resolution map. Point placement would be very uncertain if done using this map.		EMPD2
Barboni_a1060	MAROC179	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.5, lat 34.25.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1061	MAROC18	Moroc	Morocco				X	Do not use! Location information unreliable; long -9.48, lat 30.66.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1062	MAROC180	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.5, lat 34.25.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1063	MAROC181	Moroc	Morocco				X	Do not use! Location information unreliable; long -6.0, lat 34.7.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1064	MAROC182	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.02, lat 34.12.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1065	MAROC183	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.02, lat 34.12.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1066	MAROC184	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.02, lat 34.12.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1067	MAROC185	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.02, lat 34.12.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1068	MAROC186	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.0, lat 34.12.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1069	MAROC187	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.02, lat 34.12.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a107	3181	TA23	Turkey	41.669	38.13	1067	C						moss				f	Coordinates or other location info not available from reference paper, but shows low resolution map. Point placement would be very uncertain if done using this map.		EMPD2
Barboni_a1070	MAROC188	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.12, lat 34.26.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1071	MAROC189	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.12, lat 34.26.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1072	MAROC19	Moroc	Morocco				X	Do not use! Location information unreliable; long -9.35, lat 30.52.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1073	MAROC190	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.12, lat 34.26.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1074	MAROC191	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.12, lat 34.26.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1075	MAROC192	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.12, lat 34.26.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1076	MAROC193	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.12, lat 34.26.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1077	MAROC194	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.22, lat 34.46.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1078	MAROC195	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.22, lat 34.46.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1079	MAROC196	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.22, lat 34.46.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a108	3182	TA24	Turkey	42.49	37.93	1067	C						moss				f	Coordinates or other location info not available from reference paper, but shows low resolution map. Point placement would be very uncertain if done using this map.		EMPD2
Barboni_a1080	MAROC197	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.5, lat 34.78.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1081	MAROC198	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.55, lat 34.9.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1082	MAROC199	Moroc	Morocco				X	Do not use! Location information unreliable; long -5.55, lat 34.9.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1083	MAROC2	Moroc	Morocco				X	Do not use! Location information unreliable; long -9.48, lat 29.4.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1084	MAROC20	Moroc	Morocco				X	Do not use! Location information unreliable; long -9.35, lat 30.52.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1085	MAROC200	Moroc	Morocco				X	Do not use! Location information unreliable; long -4.6, lat 34.85.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1086	MAROC201	Moroc	Morocco				X	Do not use! Location information unreliable; long -4.6, lat 34.85.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1087	MAROC202	Moroc	Morocco				X	Do not use! Location information unreliable; long -4.6, lat 34.85.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1088	MAROC203	Moroc	Morocco				X	Do not use! Location information unreliable; long -4.6, lat 34.85.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a1089	MAROC204	Moroc	Morocco				X	Do not use! Location information unreliable; long -4.6, lat 34.85.									f		Country,Elevation,Latitude,Longitude,Precipitation,Temperature,	EMPD2
Barboni_a109	3183	TA25	Turkey	42.419	37.919	914	C						moss				f	Coordinates or other location info not available from reference paper, but shows low resolution map. Point placement would be very uncertain if done using this map.		EMPD2
